Sample,Time_us,Raw_u16,Voltage_V
5187,5187011,14563,0.733317
5188,5188015,14515,0.730900
5189,5189011,14339,0.722037
5190,5190015,14083,0.709146
5191,5191012,13827,0.696255
5192,5192008,13683,0.689004
5193,5193013,13747,0.692227
5194,5194010,13907,0.700284
5195,5195014,14355,0.722843
5196,5196010,14403,0.725260
5197,5197014,14515,0.730900
5198,5198011,14499,0.730094
5199,5199015,14323,0.721231
5200,5200011,14051,0.707535
5201,5201009,13811,0.695450
5202,5202015,13699,0.689810
5203,5203012,13731,0.691421
5204,5204008,13891,0.699478
5205,5205012,14163,0.713175
5206,5206008,14419,0.726065
5207,5207012,14563,0.733317
5208,5208009,14515,0.730900
5209,5209014,14355,0.722843
5210,5210013,14083,0.709146
5211,5211010,13843,0.697061
5212,5212013,13715,0.690616
5213,5213010,13731,0.691421
5214,5214014,13923,0.701090
5215,5215010,14195,0.714786
5216,5216014,14451,0.727677
5217,5217010,14563,0.733317
5218,5218008,14531,0.731705
5219,5219012,14355,0.722843
5220,5220009,14083,0.709146
5221,5221013,13843,0.697061
5222,5222009,13699,0.689810
5223,5223013,13747,0.692227
5224,5224009,13923,0.701090
5225,5225009,14195,0.714786
5226,5226013,14435,0.726871
5227,5227010,14563,0.733317
5228,5228013,14531,0.731705
5229,5229010,14355,0.722843
5230,5230014,14067,0.708341
5231,5231010,13827,0.696255
5232,5232014,13715,0.690616
5233,5233013,13747,0.692227
5234,5234013,13939,0.701895
5235,5235010,14195,0.714786
5236,5236014,14451,0.727677
5237,5237010,14563,0.733317
5238,5238014,14547,0.732511
5239,5239011,14355,0.722843
5240,5240015,14083,0.709146
5241,5241014,13843,0.697061
5242,5242012,13731,0.691421
5243,5243009,13747,0.692227
5244,5244013,13939,0.701895
5245,5245009,14211,0.715592
5246,5246013,14451,0.727677
5247,5247010,14579,0.734122
5248,5248013,14547,0.732511
5249,5249014,14355,0.722843
5250,5250013,14099,0.709952
5251,5251009,13843,0.697061
5252,5252013,13715,0.690616
5253,5253010,13763,0.693033
5254,5254014,13939,0.701895
5255,5255010,14211,0.715592
5256,5256014,14451,0.727677
5257,5257014,14579,0.734122
5258,5258012,14531,0.731705
5259,5259008,14355,0.722843
5260,5260012,14083,0.709146
5261,5261009,13843,0.697061
5262,5262013,13731,0.691421
5263,5263009,13747,0.692227
5264,5264013,13939,0.701895
5265,5265013,14195,0.714786
5266,5266009,14435,0.726871
5267,5267013,14579,0.734122
5268,5268010,14531,0.731705
5269,5269013,14371,0.723648
5270,5270010,14083,0.709146
5271,5271014,13859,0.697867
5272,5272010,13731,0.691421
5273,5273011,13747,0.692227
5274,5274010,13939,0.701895
5275,5275014,14195,0.714786
5276,5276010,14435,0.726871
5277,5277014,14579,0.734122
5278,5278011,14531,0.731705
5279,5279014,14355,0.722843
5280,5280011,14083,0.709146
5281,5281009,13843,0.697061
5282,5282009,13715,0.690616
5283,5283013,13763,0.693033
5284,5284010,13939,0.701895
5285,5285014,14211,0.715592
5286,5286010,14451,0.727677
5287,5287014,14579,0.734122
5288,5288010,14547,0.732511
5289,5289011,14355,0.722843
5290,5290015,14099,0.709952
5291,5291012,13843,0.697061
5292,5292008,13715,0.690616
5293,5293012,13763,0.693033
5294,5294008,13923,0.701090
5295,5295012,14195,0.714786
5296,5296009,14435,0.726871
5297,5297009,14579,0.734122
5298,5298015,14547,0.732511
5299,5299011,14371,0.723648
5300,5300015,14083,0.709146
5301,5301012,13843,0.697061
5302,5302008,13715,0.690616
5303,5303012,13747,0.692227
5304,5304008,13923,0.701090
5305,5305010,14195,0.714786
5306,5306009,14435,0.726871
5307,5307014,14579,0.734122
5308,5308011,14531,0.731705
5309,5309015,14355,0.722843
5310,5310011,14083,0.709146
5311,5311015,13843,0.697061
5312,5312012,13715,0.690616
5313,5313015,13763,0.693033
5314,5314013,13923,0.701090
5315,5315010,14195,0.714786
5316,5316014,14467,0.728482
5317,5317010,14563,0.733317
5318,5318014,14531,0.731705
5319,5319010,14355,0.722843
5320,5320014,14083,0.709146
5321,5321009,13843,0.697061
5322,5322013,13715,0.690616
5323,5323010,13763,0.693033
5324,5324014,13939,0.701895
5325,5325010,14195,0.714786
5326,5326014,14451,0.727677
5327,5327010,14579,0.734122
5328,5328014,14547,0.732511
5329,5329008,14355,0.722843
5330,5330012,14083,0.709146
5331,5331009,13843,0.697061
5332,5332013,13731,0.691421
5333,5333009,13731,0.691421
5334,5334013,13923,0.701090
5335,5335010,14195,0.714786
5336,5336013,14451,0.727677
5337,5337009,14563,0.733317
5338,5338014,14547,0.732511
5339,5339011,14371,0.723648
5340,5340015,14083,0.709146
5341,5341011,13843,0.697061
5342,5342015,13715,0.690616
5343,5343012,13763,0.693033
5344,5344008,13939,0.701895
5345,5345021,14179,0.713980
5346,5346010,14451,0.727677
5347,5347009,14579,0.734122
5348,5348013,14531,0.731705
5349,5349010,14371,0.723648
5350,5350014,14083,0.709146
5351,5351011,13843,0.697061
5352,5352015,13731,0.691421
5353,5353013,13763,0.693033
5354,5354011,13939,0.701895
5355,5355015,14211,0.715592
5356,5356012,14451,0.727677
5357,5357008,14579,0.734122
5358,5358012,14547,0.732511
5359,5359008,14355,0.722843
5360,5360012,14083,0.709146
5361,5361010,13843,0.697061
5362,5362014,13715,0.690616
5363,5363011,13747,0.692227
5364,5364014,13939,0.701895
5365,5365011,14195,0.714786
5366,5366015,14435,0.726871
5367,5367011,14579,0.734122
5368,5368015,14547,0.732511
5369,5369011,14355,0.722843
5370,5370010,14083,0.709146
5371,5371014,13859,0.697867
5372,5372010,13715,0.690616
5373,5373014,13763,0.693033
5374,5374011,13939,0.701895
5375,5375014,14195,0.714786
5376,5376011,14451,0.727677
5377,5377014,14579,0.734122
5378,5378012,14547,0.732511
5379,5379008,14355,0.722843
5380,5380012,14099,0.709952
5381,5381008,13859,0.697867
5382,5382012,13731,0.691421
5383,5383009,13763,0.693033
5384,5384013,13939,0.701895
5385,5385008,14211,0.715592
5386,5386014,14451,0.727677
5387,5387011,14563,0.733317
5388,5388015,14547,0.732511
5389,5389011,14355,0.722843
5390,5390015,14099,0.709952
5391,5391012,13843,0.697061
5392,5392008,13715,0.690616
5393,5393011,13763,0.693033
5394,5394008,13923,0.701090
5395,5395012,14211,0.715592
5396,5396009,14435,0.726871
5397,5397013,14579,0.734122
5398,5398009,14531,0.731705
5399,5399013,14371,0.723648
5400,5400009,14083,0.709146
5401,5401013,13843,0.697061
5402,5402010,13731,0.691421
5403,5403014,13763,0.693033
5404,5404011,13923,0.701090
5405,5405014,14211,0.715592
5406,5406011,14451,0.727677
5407,5407015,14579,0.734122
5408,5408011,14547,0.732511
5409,5409011,14355,0.722843
5410,5410009,14083,0.709146
5411,5411013,13843,0.697061
5412,5412009,13715,0.690616
5413,5413013,13747,0.692227
5414,5414010,13923,0.701090
5415,5415013,14195,0.714786
5416,5416010,14467,0.728482
5417,5417009,14579,0.734122
5418,5418014,14547,0.732511
5419,5419010,14355,0.722843
5420,5420014,14083,0.709146
5421,5421011,13859,0.697867
5422,5422014,13731,0.691421
5423,5423011,13747,0.692227
5424,5424015,13939,0.701895
5425,5425012,14211,0.715592
5426,5426011,14451,0.727677
5427,5427014,14563,0.733317
5428,5428011,14531,0.731705
5429,5429015,14355,0.722843
5430,5430011,14083,0.709146
5431,5431015,13843,0.697061
5432,5432012,13715,0.690616
5433,5433010,13747,0.692227
5434,5434014,13939,0.701895
5435,5435010,14179,0.713980
5436,5436014,14419,0.726065
5437,5437011,14563,0.733317
5438,5438015,14531,0.731705
5439,5439011,14355,0.722843
5440,5440015,14083,0.709146
5441,5441014,13843,0.697061
5442,5442011,13715,0.690616
5443,5443015,13747,0.692227
5444,5444011,13923,0.701090
5445,5445015,14179,0.713980
5446,5446012,14435,0.726871
5447,5447008,14563,0.733317
5448,5448012,14547,0.732511
5449,5449010,14355,0.722843
5450,5450008,14099,0.709952
5451,5451012,13843,0.697061
5452,5452008,13731,0.691421
5453,5453012,13763,0.693033
5454,5454009,13939,0.701895
5455,5455012,14179,0.713980
5456,5456009,14435,0.726871
5457,5457015,14563,0.733317
5458,5458011,14547,0.732511
5459,5459008,14355,0.722843
5460,5460012,14083,0.709146
5461,5461008,13859,0.697867
5462,5462012,13715,0.690616
5463,5463009,13747,0.692227
5464,5464012,13939,0.701895
5465,5465012,14195,0.714786
5466,5466008,14451,0.727677
5467,5467012,14563,0.733317
5468,5468009,14547,0.732511
5469,5469013,14371,0.723648
5470,5470009,14083,0.709146
5471,5471013,13843,0.697061
5472,5472009,13715,0.690616
5473,5473014,13763,0.693033
5474,5474015,13923,0.701090
5475,5475011,14195,0.714786
5476,5476015,14435,0.726871
5477,5477011,14563,0.733317
5478,5478008,14531,0.731705
5479,5479012,14371,0.723648
5480,5480008,14083,0.709146
5481,5481015,13843,0.697061
5482,5482013,13715,0.690616
5483,5483009,13763,0.693033
5484,5484013,13939,0.701895
5485,5485010,14179,0.713980
5486,5486014,14451,0.727677
5487,5487010,14579,0.734122
5488,5488014,14531,0.731705
5489,5489014,14355,0.722843
5490,5490012,14099,0.709952
5491,5491008,13843,0.697061
5492,5492012,13731,0.691421
5493,5493009,13747,0.692227
5494,5494013,13939,0.701895
5495,5495009,14195,0.714786
5496,5496013,14435,0.726871
5497,5497013,14579,0.734122
5498,5498011,14547,0.732511
5499,5499015,14355,0.722843
5500,5500012,14083,0.709146
5501,5501008,13843,0.697061
5502,5502012,13731,0.691421
5503,5503008,13747,0.692227
5504,5504012,13955,0.702701
5505,5505012,14195,0.714786
5506,5506010,14451,0.727677
5507,5507014,14563,0.733317
5508,5508010,14531,0.731705
5509,5509014,14355,0.722843
5510,5510011,14099,0.709952
5511,5511014,13843,0.697061
5512,5512011,13731,0.691421
5513,5513011,13747,0.692227
5514,5514015,13923,0.701090
5515,5515012,14195,0.714786
5516,5516008,14435,0.726871
5517,5517012,14579,0.734122
5518,5518008,14531,0.731705
5519,5519012,14355,0.722843
5520,5520009,14099,0.709952
5521,5521010,13843,0.697061
5522,5522008,13715,0.690616
5523,5523012,13763,0.693033
5524,5524008,13923,0.701090
5525,5525012,14211,0.715592
5526,5526008,14435,0.726871
5527,5527012,14563,0.733317
5528,5528009,14531,0.731705
5529,5529010,14355,0.722843
5530,5530014,14083,0.709146
5531,5531010,13843,0.697061
5532,5532014,13715,0.690616
5533,5533011,13747,0.692227
5534,5534015,13939,0.701895
5535,5535011,14195,0.714786
5536,5536015,14451,0.727677
5537,5537013,14563,0.733317
5538,5538015,14499,0.730094
5539,5539012,14339,0.722037
5540,5540009,14067,0.708341
5541,5541014,13827,0.696255
5542,5542010,13715,0.690616
5543,5543014,13747,0.692227
5544,5544011,13955,0.702701
5545,5545012,14195,0.714786
5546,5546010,14451,0.727677
5547,5547015,14563,0.733317
5548,5548012,14531,0.731705
5549,5549008,14355,0.722843
5550,5550012,14083,0.709146
5551,5551008,13843,0.697061
5552,5552012,13731,0.691421
5553,5553013,13763,0.693033
5554,5554011,13955,0.702701
5555,5555008,14211,0.715592
5556,5556012,14435,0.726871
5557,5557008,14563,0.733317
5558,5558012,14547,0.732511
5559,5559009,14355,0.722843
5560,5560013,14083,0.709146
5561,5561015,13859,0.697867
5562,5562012,13715,0.690616
5563,5563009,13747,0.692227
5564,5564012,13923,0.701090
5565,5565009,14179,0.713980
5566,5566013,14435,0.726871
5567,5567009,14563,0.733317
5568,5568013,14547,0.732511
5569,5569015,14355,0.722843
5570,5570014,14083,0.709146
5571,5571010,13843,0.697061
5572,5572014,13731,0.691421
5573,5573011,13763,0.693033
5574,5574014,13939,0.701895
5575,5575011,14195,0.714786
5576,5576015,14451,0.727677
5577,5577010,14579,0.734122
5578,5578014,14547,0.732511
5579,5579011,14355,0.722843
5580,5580014,14099,0.709952
5581,5581011,13843,0.697061
5582,5582015,13715,0.690616
5583,5583011,13747,0.692227
5584,5584015,13939,0.701895
5585,5585011,14179,0.713980
5586,5586008,14435,0.726871
5587,5587012,14563,0.733317
5588,5588009,14547,0.732511
5589,5589013,14355,0.722843
5590,5590009,14083,0.709146
5591,5591013,13843,0.697061
5592,5592009,13715,0.690616
5593,5593013,13763,0.693033
5594,5594010,13923,0.701090
5595,5595013,14211,0.715592
5596,5596010,14435,0.726871
5597,5597014,14563,0.733317
5598,5598010,14547,0.732511
5599,5599014,14355,0.722843
5600,5600011,14099,0.709952
5601,5601251,13667,0.688199
5602,5602015,13731,0.691421
5603,5603015,13779,0.693838
5604,5604013,13955,0.702701
5605,5605010,14211,0.715592
5606,5606013,14467,0.728482
5607,5607010,14579,0.734122
5608,5608014,14547,0.732511
5609,5609013,14355,0.722843
5610,5610013,14083,0.709146
5611,5611010,13859,0.697867
5612,5612014,13731,0.691421
5613,5613010,13779,0.693838
5614,5614014,13955,0.702701
5615,5615010,14211,0.715592
5616,5616014,14467,0.728482
5617,5617010,14579,0.734122
5618,5618015,14531,0.731705
5619,5619011,14339,0.722037
5620,5620015,14099,0.709952
5621,5621012,13843,0.697061
5622,5622008,13715,0.690616
5623,5623012,13747,0.692227
5624,5624008,13939,0.701895
5625,5625013,14195,0.714786
5626,5626010,14451,0.727677
5627,5627014,14579,0.734122
5628,5628010,14547,0.732511
5629,5629014,14371,0.723648
5630,5630011,14099,0.709952
5631,5631015,13843,0.697061
5632,5632011,13715,0.690616
5633,5633015,13763,0.693033
5634,5634012,13939,0.701895
5635,5635009,14195,0.714786
5636,5636013,14451,0.727677
5637,5637009,14579,0.734122
5638,5638013,14547,0.732511
5639,5639009,14355,0.722843
5640,5640013,14051,0.707535
5641,5641011,13827,0.696255
5642,5642009,13699,0.689810
5643,5643013,13747,0.692227
5644,5644009,13907,0.700284
5645,5645013,14195,0.714786
5646,5646010,14435,0.726871
5647,5647014,14563,0.733317
5648,5648010,14531,0.731705
5649,5649015,14339,0.722037
5650,5650013,14067,0.708341
5651,5651010,13827,0.696255
5652,5652013,13715,0.690616
5653,5653010,13747,0.692227
5654,5654014,13907,0.700284
5655,5655010,14195,0.714786
5656,5656014,14435,0.726871
5657,5657012,14579,0.734122
5658,5658011,14547,0.732511
5659,5659015,14355,0.722843
5660,5660012,14083,0.709146
5661,5661008,13843,0.697061
5662,5662012,13715,0.690616
5663,5663009,13747,0.692227
5664,5664012,13923,0.701090
5665,5665015,14195,0.714786
5666,5666014,14451,0.727677
5667,5667010,14579,0.734122
5668,5668014,14547,0.732511
5669,5669011,14355,0.722843
5670,5670014,14083,0.709146
5671,5671011,13843,0.697061
5672,5672015,13731,0.691421
5673,5673013,13763,0.693033
5674,5674011,13939,0.701895
5675,5675008,14179,0.713980
5676,5676012,14435,0.726871
5677,5677008,14563,0.733317
5678,5678012,14547,0.732511
5679,5679009,14355,0.722843
5680,5680012,14083,0.709146
5681,5681010,13843,0.697061
5682,5682008,13731,0.691421
5683,5683012,13747,0.692227
5684,5684009,13939,0.701895
5685,5685013,14195,0.714786
5686,5686009,14435,0.726871
5687,5687013,14579,0.734122
5688,5688009,14531,0.731705
5689,5689008,14355,0.722843
5690,5690014,14083,0.709146
5691,5691011,13859,0.697867
5692,5692014,13715,0.690616
5693,5693011,13747,0.692227
5694,5694015,13955,0.702701
5695,5695011,14195,0.714786
5696,5696015,14435,0.726871
5697,5697014,14579,0.734122
5698,5698011,14531,0.731705
5699,5699014,14339,0.722037
5700,5700011,14083,0.709146
5701,5701015,13859,0.697867
5702,5702011,13715,0.690616
5703,5703015,13763,0.693033
5704,5704012,13923,0.701090
5705,5705011,14211,0.715592
5706,5706008,14435,0.726871
5707,5707012,14579,0.734122
5708,5708008,14531,0.731705
5709,5709012,14371,0.723648
5710,5710009,14099,0.709952
5711,5711012,13843,0.697061
5712,5712009,13715,0.690616
5713,5713008,13747,0.692227
5714,5714012,13939,0.701895
5715,5715009,14195,0.714786
5716,5716013,14451,0.727677
5717,5717009,14563,0.733317
5718,5718013,14547,0.732511
5719,5719009,14339,0.722037
5720,5720013,14083,0.709146
5721,5721013,13843,0.697061
5722,5722012,13715,0.690616
5723,5723009,13747,0.692227
5724,5724012,13939,0.701895
5725,5725009,14195,0.714786
5726,5726013,14451,0.727677
5727,5727009,14563,0.733317
5728,5728013,14547,0.732511
5729,5729010,14355,0.722843
5730,5730015,14083,0.709146
5731,5731012,13827,0.696255
5732,5732008,13731,0.691421
5733,5733012,13763,0.693033
5734,5734009,13923,0.701090
5735,5735012,14195,0.714786
5736,5736009,14435,0.726871
5737,5737010,14563,0.733317
5738,5738009,14547,0.732511
5739,5739013,14339,0.722037
5740,5740010,14083,0.709146
5741,5741013,13843,0.697061
5742,5742010,13699,0.689810
5743,5743014,13731,0.691421
5744,5744010,13923,0.701090
5745,5745011,14195,0.714786
5746,5746009,14451,0.727677
5747,5747013,14547,0.732511
5748,5748009,14547,0.732511
5749,5749013,14355,0.722843
5750,5750010,14099,0.709952
5751,5751014,13843,0.697061
5752,5752010,13731,0.691421
5753,5753012,13747,0.692227
5754,5754011,13923,0.701090
5755,5755015,14211,0.715592
5756,5756011,14435,0.726871
5757,5757015,14579,0.734122
5758,5758012,14531,0.731705
5759,5759008,14355,0.722843
5760,5760012,14083,0.709146
5761,5761013,13843,0.697061
5762,5762010,13715,0.690616
5763,5763014,13747,0.692227
5764,5764011,13939,0.701895
5765,5765014,14211,0.715592
5766,5766011,14451,0.727677
5767,5767015,14595,0.734928
5768,5768011,14531,0.731705
5769,5769013,14355,0.722843
5770,5770010,14083,0.709146
5771,5771014,13859,0.697867
5772,5772011,13731,0.691421
5773,5773015,13747,0.692227
5774,5774011,13923,0.701090
5775,5775015,14195,0.714786
5776,5776011,14435,0.726871
5777,5777012,14563,0.733317
5778,5778010,14531,0.731705
5779,5779013,14355,0.722843
5780,5780010,14083,0.709146
5781,5781014,13843,0.697061
5782,5782010,13699,0.689810
5783,5783014,13763,0.693033
5784,5784011,13923,0.701090
5785,5785013,14211,0.715592
5786,5786010,14451,0.727677
5787,5787013,14579,0.734122
5788,5788010,14547,0.732511
5789,5789014,14355,0.722843
5790,5790010,14083,0.709146
5791,5791014,13843,0.697061
5792,5792011,13715,0.690616
5793,5793009,13763,0.693033
5794,5794009,13939,0.701895
5795,5795013,14195,0.714786
5796,5796009,14451,0.727677
5797,5797013,14579,0.734122
5798,5798009,14547,0.732511
5799,5799013,14355,0.722843
5800,5800010,14083,0.709146
5801,5801012,13859,0.697867
5802,5802009,13715,0.690616
5803,5803013,13763,0.693033
5804,5804010,13923,0.701090
5805,5805014,14211,0.715592
5806,5806010,14451,0.727677
5807,5807014,14595,0.734928
5808,5808010,14531,0.731705
5809,5809013,14371,0.723648
5810,5810011,14099,0.709952
5811,5811015,13843,0.697061
5812,5812011,13715,0.690616
5813,5813015,13763,0.693033
5814,5814011,13939,0.701895
5815,5815008,14211,0.715592
5816,5816012,14467,0.728482
5817,5817015,14579,0.734122
5818,5818011,14531,0.731705
5819,5819008,14355,0.722843
5820,5820012,14099,0.709952
5821,5821008,13859,0.697867
5822,5822012,13731,0.691421
5823,5823009,13747,0.692227
5824,5824012,13955,0.702701
5825,5825009,14195,0.714786
5826,5826013,14451,0.727677
5827,5827010,14579,0.734122
5828,5828013,14547,0.732511
5829,5829010,14355,0.722843
5830,5830014,14099,0.709952
5831,5831010,13859,0.697867
5832,5832014,13731,0.691421
5833,5833009,13763,0.693033
5834,5834014,13955,0.702701
5835,5835010,14211,0.715592
5836,5836014,14451,0.727677
5837,5837011,14579,0.734122
5838,5838015,14547,0.732511
5839,5839011,14371,0.723648
5840,5840015,14099,0.709952
5841,5841012,13843,0.697061
5842,5842010,13715,0.690616
5843,5843014,13763,0.693033
5844,5844010,13939,0.701895
5845,5845014,14179,0.713980
5846,5846010,14419,0.726065
5847,5847014,14579,0.734122
5848,5848011,14531,0.731705
5849,5849015,14339,0.722037
5850,5850014,14083,0.709146
5851,5851011,13843,0.697061
5852,5852014,13715,0.690616
5853,5853011,13747,0.692227
5854,5854015,13955,0.702701
5855,5855011,14195,0.714786
5856,5856015,14451,0.727677
5857,5857019,14611,0.735734
5858,5858010,14531,0.731705
5859,5859015,14339,0.722037
5860,5860011,14083,0.709146
5861,5861015,13843,0.697061
5862,5862012,13715,0.690616
5863,5863008,13763,0.693033
5864,5864012,13923,0.701090
5865,5865011,14195,0.714786
5866,5866015,14435,0.726871
5867,5867012,14563,0.733317
5868,5868008,14531,0.731705
5869,5869012,14355,0.722843
5870,5870008,14083,0.709146
5871,5871012,13843,0.697061
5872,5872009,13715,0.690616
5873,5873014,13747,0.692227
5874,5874013,13939,0.701895
5875,5875009,14195,0.714786
5876,5876013,14451,0.727677
5877,5877010,14579,0.734122
5878,5878014,14547,0.732511
5879,5879010,14371,0.723648
5880,5880014,14067,0.708341
5881,5881012,13859,0.697867
5882,5882010,13715,0.690616
5883,5883013,13747,0.692227
5884,5884010,13939,0.701895
5885,5885014,14195,0.714786
5886,5886010,14451,0.727677
5887,5887014,14579,0.734122
5888,5888011,14531,0.731705
5889,5889009,14355,0.722843
5890,5890008,14083,0.709146
5891,5891012,13859,0.697867
5892,5892009,13715,0.690616
5893,5893012,13763,0.693033
5894,5894009,13939,0.701895
5895,5895013,14195,0.714786
5896,5896009,14435,0.726871
5897,5897015,14563,0.733317
5898,5898012,14547,0.732511
5899,5899009,14355,0.722843
5900,5900013,14099,0.709952
5901,5901009,13843,0.697061
5902,5902013,13731,0.691421
5903,5903010,13747,0.692227
5904,5904014,13923,0.701090
5905,5905012,14179,0.713980
5906,5906009,14435,0.726871
5907,5907013,14579,0.734122
5908,5908009,14531,0.731705
5909,5909013,14355,0.722843
5910,5910010,14083,0.709146
5911,5911013,13843,0.697061
5912,5912010,13715,0.690616
5913,5913009,13747,0.692227
5914,5914013,13923,0.701090
5915,5915010,14195,0.714786
5916,5916013,14451,0.727677
5917,5917010,14579,0.734122
5918,5918014,14547,0.732511
5919,5919010,14355,0.722843
5920,5920014,14099,0.709952
5921,5921010,13843,0.697061
5922,5922010,13715,0.690616
5923,5923014,13763,0.693033
5924,5924011,13939,0.701895
5925,5925014,14195,0.714786
5926,5926011,14435,0.726871
5927,5927015,14563,0.733317
5928,5928011,14531,0.731705
5929,5929012,14355,0.722843
5930,5930011,14083,0.709146
5931,5931008,13843,0.697061
5932,5932012,13731,0.691421
5933,5933009,13763,0.693033
5934,5934013,13939,0.701895
5935,5935009,14211,0.715592
5936,5936013,14451,0.727677
5937,5937013,14563,0.733317
5938,5938011,14547,0.732511
5939,5939015,14355,0.722843
5940,5940011,14083,0.709146
5941,5941015,13843,0.697061
5942,5942012,13715,0.690616
5943,5943008,13747,0.692227
5944,5944012,13939,0.701895
5945,5945012,14195,0.714786
5946,5946009,14435,0.726871
5947,5947013,14547,0.732511
5948,5948010,14515,0.730900
5949,5949013,14371,0.723648
5950,5950010,14083,0.709146
5951,5951014,13843,0.697061
5952,5952010,13715,0.690616
5953,5953011,13731,0.691421
5954,5954015,13939,0.701895
5955,5955011,14195,0.714786
5956,5956008,14451,0.727677
5957,5957012,14579,0.734122
5958,5958008,14531,0.731705
5959,5959012,14355,0.722843
5960,5960009,14099,0.709952
5961,5961009,13843,0.697061
5962,5962014,13715,0.690616
5963,5963010,13747,0.692227
5964,5964014,13939,0.701895
5965,5965010,14211,0.715592
5966,5966014,14435,0.726871
5967,5967011,14563,0.733317
5968,5968015,14547,0.732511
5969,5969015,14355,0.722843
5970,5970014,14083,0.709146
5971,5971011,13843,0.697061
5972,5972015,13715,0.690616
5973,5973011,13747,0.692227
5974,5974015,13939,0.701895
5975,5975011,14195,0.714786
5976,5976008,14435,0.726871
5977,5977010,14579,0.734122
5978,5978014,14531,0.731705
5979,5979010,14355,0.722843
5980,5980014,14099,0.709952
5981,5981011,13843,0.697061
5982,5982014,13715,0.690616
5983,5983011,13747,0.692227
5984,5984015,13939,0.701895
5985,5985014,14179,0.713980
5986,5986013,14435,0.726871
5987,5987009,14579,0.734122
5988,5988013,14547,0.732511
5989,5989010,14355,0.722843
5990,5990014,14099,0.709952
5991,5991010,13843,0.697061
5992,5992014,13731,0.691421
5993,5993015,13747,0.692227
5994,5994012,13955,0.702701
5995,5995009,14179,0.713980
5996,5996012,14435,0.726871
5997,5997009,14579,0.734122
5998,5998013,14547,0.732511
5999,5999009,14355,0.722843
6000,6000013,14083,0.709146
6001,6001015,13827,0.696255
6002,6002013,13731,0.691421
6003,6003010,13747,0.692227
6004,6004014,13939,0.701895
6005,6005010,14195,0.714786
6006,6006014,14435,0.726871
6007,6007011,14563,0.733317
6008,6008014,14547,0.732511
6009,6009009,14355,0.722843
6010,6010014,14083,0.709146
6011,6011011,13843,0.697061
6012,6012014,13715,0.690616
6013,6013011,13747,0.692227
6014,6014015,13939,0.701895
6015,6015011,14179,0.713980
6016,6016008,14435,0.726871
6017,6017010,14563,0.733317
6018,6018015,14531,0.731705
6019,6019012,14355,0.722843
6020,6020008,14083,0.709146
6021,6021012,13843,0.697061
6022,6022009,13699,0.689810
6023,6023012,13747,0.692227
6024,6024009,13923,0.701090
6025,6025011,14179,0.713980
6026,6026008,14451,0.727677
6027,6027012,14579,0.734122
6028,6028009,14547,0.732511
6029,6029013,14355,0.722843
6030,6030009,14083,0.709146
6031,6031013,13843,0.697061
6032,6032009,13715,0.690616
6033,6033013,13763,0.693033
6034,6034011,13939,0.701895
6035,6035008,14195,0.714786
6036,6036012,14435,0.726871
6037,6037009,14579,0.734122
6038,6038013,14531,0.731705
6039,6039009,14371,0.723648
6040,6040013,14083,0.709146
6041,6041009,13859,0.697867
6042,6042014,13715,0.690616
6043,6043011,13747,0.692227
6044,6044014,13955,0.702701
6045,6045011,14195,0.714786
6046,6046015,14451,0.727677
6047,6047011,14563,0.733317
6048,6048015,14547,0.732511
6049,6049010,14339,0.722037
6050,6050010,14067,0.708341
6051,6051014,13843,0.697061
6052,6052011,13699,0.689810
6053,6053015,13763,0.693033
6054,6054011,13923,0.701090
6055,6055008,14195,0.714786
6056,6056012,14451,0.727677
6057,6057008,14563,0.733317
6058,6058014,14531,0.731705
6059,6059011,14355,0.722843
6060,6060015,14067,0.708341
6061,6061011,13827,0.696255
6062,6062015,13715,0.690616
6063,6063011,13747,0.692227
6064,6064008,13923,0.701090
6065,6065011,14179,0.713980
6066,6066008,14435,0.726871
6067,6067012,14579,0.734122
6068,6068008,14531,0.731705
6069,6069012,14355,0.722843
6070,6070009,14083,0.709146
6071,6071012,13843,0.697061
6072,6072009,13715,0.690616
6073,6073013,13763,0.693033
6074,6074012,13939,0.701895
6075,6075008,14211,0.715592
6076,6076012,14435,0.726871
6077,6077009,14563,0.733317
6078,6078012,14531,0.731705
6079,6079009,14355,0.722843
6080,6080013,14083,0.709146
6081,6081010,13843,0.697061
6082,6082014,13731,0.691421
6083,6083010,13747,0.692227
6084,6084014,13923,0.701090
6085,6085011,14195,0.714786
6086,6086014,14435,0.726871
6087,6087011,14563,0.733317
6088,6088015,14531,0.731705
6089,6089011,14355,0.722843
6090,6090009,14099,0.709952
6091,6091013,13843,0.697061
6092,6092010,13715,0.690616
6093,6093013,13747,0.692227
6094,6094010,13939,0.701895
6095,6095014,14211,0.715592
6096,6096010,14451,0.727677
6097,6097008,14579,0.734122
6098,6098013,14531,0.731705
6099,6099010,14355,0.722843
6100,6100014,14083,0.709146
6101,6101010,13859,0.697867
6102,6102014,13731,0.691421
6103,6103011,13763,0.693033
6104,6104014,13939,0.701895
6105,6105011,14195,0.714786
6106,6106008,14451,0.727677
6107,6107012,14579,0.734122
6108,6108008,14547,0.732511
6109,6109012,14371,0.723648
6110,6110009,14099,0.709952
6111,6111013,13859,0.697867
6112,6112009,13715,0.690616
6113,6113021,13731,0.691421
6114,6114014,13923,0.701090
6115,6115013,14195,0.714786
6116,6116009,14451,0.727677
6117,6117013,14563,0.733317
