Sample,Time_us,Raw_u16,Voltage_V
1807,1807010,14563,0.733317
1808,1808014,14547,0.732511
1809,1809012,14355,0.722843
1810,1810009,14083,0.709146
1811,1811013,13843,0.697061
1812,1812010,13731,0.691421
1813,1813014,13763,0.693033
1814,1814010,13939,0.701895
1815,1815014,14211,0.715592
1816,1816010,14435,0.726871
1817,1817010,14579,0.734122
1818,1818015,14547,0.732511
1819,1819011,14355,0.722843
1820,1820008,14083,0.709146
1821,1821012,13843,0.697061
1822,1822008,13715,0.690616
1823,1823012,13763,0.693033
1824,1824009,13939,0.701895
1825,1825015,14195,0.714786
1826,1826010,14467,0.728482
1827,1827008,14563,0.733317
1828,1828012,14547,0.732511
1829,1829009,14355,0.722843
1830,1830012,14083,0.709146
1831,1831009,13843,0.697061
1832,1832013,13731,0.691421
1833,1833012,13763,0.693033
1834,1834009,13955,0.702701
1835,1835012,14211,0.715592
1836,1836009,14451,0.727677
1837,1837013,14579,0.734122
1838,1838009,14547,0.732511
1839,1839013,14355,0.722843
1840,1840010,14083,0.709146
1841,1841009,13843,0.697061
1842,1842014,13731,0.691421
1843,1843010,13763,0.693033
1844,1844014,13939,0.701895
1845,1845011,14227,0.716397
1846,1846015,14451,0.727677
1847,1847011,14563,0.733317
1848,1848015,14547,0.732511
1849,1849015,14355,0.722843
1850,1850013,14099,0.709952
1851,1851010,13827,0.696255
1852,1852014,13699,0.689810
1853,1853010,13763,0.693033
1854,1854014,13923,0.701090
1855,1855010,14195,0.714786
1856,1856014,14451,0.727677
1857,1857014,14563,0.733317
1858,1858013,14547,0.732511
1859,1859011,14355,0.722843
1860,1860008,14083,0.709146
1861,1861012,13843,0.697061
1862,1862008,13715,0.690616
1863,1863012,13763,0.693033
1864,1864009,13939,0.701895
1865,1865009,14179,0.713980
1866,1866013,14419,0.726065
1867,1867010,14579,0.734122
1868,1868014,14531,0.731705
1869,1869010,14355,0.722843
1870,1870014,14067,0.708341
1871,1871011,13811,0.695450
1872,1872015,13715,0.690616
1873,1873015,13747,0.692227
1874,1874013,13939,0.701895
1875,1875009,14163,0.713175
1876,1876013,14419,0.726065
1877,1877010,14563,0.733317
1878,1878013,14531,0.731705
1879,1879010,14355,0.722843
1880,1880014,14051,0.707535
1881,1881014,13827,0.696255
1882,1882012,13667,0.688199
1883,1883009,13747,0.692227
1884,1884013,13907,0.700284
1885,1885009,14179,0.713980
1886,1886013,14419,0.726065
1887,1887009,14531,0.731705
1888,1888013,14547,0.732511
1889,1889016,14307,0.720426
1890,1890009,14067,0.708341
1891,1891013,13843,0.697061
1892,1892010,13699,0.689810
1893,1893013,13747,0.692227
1894,1894010,13923,0.701090
1895,1895014,14211,0.715592
1896,1896010,14435,0.726871
1897,1897012,14563,0.733317
1898,1898011,14547,0.732511
1899,1899015,14339,0.722037
1900,1900012,14067,0.708341
1901,1901008,13827,0.696255
1902,1902012,13715,0.690616
1903,1903009,13747,0.692227
1904,1904012,13955,0.702701
1905,1905015,14211,0.715592
1906,1906014,14451,0.727677
1907,1907010,14579,0.734122
1908,1908014,14547,0.732511
1909,1909011,14355,0.722843
1910,1910015,14083,0.709146
1911,1911011,13843,0.697061
1912,1912015,13731,0.691421
1913,1913010,13747,0.692227
1914,1914014,13939,0.701895
1915,1915011,14195,0.714786
1916,1916015,14435,0.726871
1917,1917011,14579,0.734122
1918,1918015,14547,0.732511
1919,1919012,14355,0.722843
1920,1920008,14083,0.709146
1921,1921011,13843,0.697061
1922,1922008,13715,0.690616
1923,1923012,13763,0.693033
1924,1924008,13939,0.701895
1925,1925012,14211,0.715592
1926,1926009,14451,0.727677
1927,1927012,14579,0.734122
1928,1928009,14547,0.732511
1929,1929011,14355,0.722843
1930,1930010,14083,0.709146
1931,1931014,13859,0.697867
1932,1932010,13699,0.689810
1933,1933014,13747,0.692227
1934,1934011,13923,0.701090
1935,1935015,14195,0.714786
1936,1936011,14451,0.727677
1937,1937014,14579,0.734122
1938,1938012,14531,0.731705
1939,1939009,14355,0.722843
1940,1940013,14083,0.709146
1941,1941009,13859,0.697867
1942,1942013,13731,0.691421
1943,1943010,13747,0.692227
1944,1944014,13955,0.702701
1945,1945009,14195,0.714786
1946,1946008,14451,0.727677
1947,1947012,14563,0.733317
1948,1948009,14547,0.732511
1949,1949013,14355,0.722843
1950,1950009,14083,0.709146
1951,1951013,13843,0.697061
1952,1952010,13715,0.690616
1953,1953016,13763,0.693033
1954,1954008,13939,0.701895
1955,1955012,14179,0.713980
1956,1956009,14451,0.727677
1957,1957013,14579,0.734122
1958,1958009,14547,0.732511
1959,1959013,14339,0.722037
1960,1960009,14083,0.709146
1961,1961013,13843,0.697061
1962,1962010,13715,0.690616
1963,1963014,13763,0.693033
1964,1964011,13955,0.702701
1965,1965015,14211,0.715592
1966,1966011,14451,0.727677
1967,1967015,14579,0.734122
1968,1968012,14547,0.732511
1969,1969008,14355,0.722843
1970,1970013,14099,0.709952
1971,1971009,13843,0.697061
1972,1972013,13731,0.691421
1973,1973010,13747,0.692227
1974,1974014,13939,0.701895
1975,1975010,14211,0.715592
1976,1976014,14467,0.728482
1977,1977011,14579,0.734122
1978,1978010,14547,0.732511
1979,1979014,14355,0.722843
1980,1980010,14083,0.709146
1981,1981014,13859,0.697867
1982,1982011,13731,0.691421
1983,1983014,13763,0.693033
1984,1984011,13939,0.701895
1985,1985015,14211,0.715592
1986,1986013,14467,0.728482
1987,1987010,14579,0.734122
1988,1988013,14547,0.732511
1989,1989010,14355,0.722843
1990,1990014,14099,0.709952
1991,1991010,13843,0.697061
1992,1992014,13731,0.691421
1993,1993013,13747,0.692227
1994,1994011,13939,0.701895
1995,1995015,14195,0.714786
1996,1996011,14451,0.727677
1997,1997015,14563,0.733317
1998,1998011,14547,0.732511
1999,1999008,14355,0.722843
2000,2000012,14083,0.709146
2001,2001009,13843,0.697061
2002,2002008,13715,0.690616
2003,2003013,13763,0.693033
2004,2004009,13939,0.701895
2005,2005013,14195,0.714786
2006,2006010,14451,0.727677
2007,2007013,14579,0.734122
2008,2008010,14531,0.731705
2009,2009015,14355,0.722843
2010,2010012,14083,0.709146
2011,2011009,13843,0.697061
2012,2012012,13715,0.690616
2013,2013009,13747,0.692227
2014,2014013,13955,0.702701
2015,2015009,14195,0.714786
2016,2016013,14467,0.728482
2017,2017019,14563,0.733317
2018,2018016,14531,0.731705
2019,2019015,14339,0.722037
2020,2020012,14083,0.709146
2021,2021009,13843,0.697061
2022,2022012,13731,0.691421
2023,2023009,13763,0.693033
2024,2024013,13939,0.701895
2025,2025009,14195,0.714786
2026,2026015,14451,0.727677
2027,2027011,14563,0.733317
2028,2028008,14531,0.731705
2029,2029012,14355,0.722843
2030,2030008,14083,0.709146
2031,2031012,13859,0.697867
2032,2032009,13715,0.690616
2033,2033008,13763,0.693033
2034,2034014,13939,0.701895
2035,2035010,14211,0.715592
2036,2036014,14451,0.727677
2037,2037011,14563,0.733317
2038,2038014,14531,0.731705
2039,2039011,14355,0.722843
2040,2040015,14083,0.709146
2041,2041014,13843,0.697061
2042,2042011,13715,0.690616
2043,2043008,13763,0.693033
2044,2044012,13939,0.701895
2045,2045008,14211,0.715592
2046,2046012,14451,0.727677
2047,2047009,14563,0.733317
2048,2048013,14547,0.732511
2049,2049013,14371,0.723648
2050,2050012,14083,0.709146
2051,2051009,13843,0.697061
2052,2052013,13731,0.691421
2053,2053009,13779,0.693838
2054,2054013,13955,0.702701
2055,2055010,14211,0.715592
2056,2056014,14467,0.728482
2057,2057013,14563,0.733317
2058,2058010,14499,0.730094
2059,2059014,14355,0.722843
2060,2060011,14083,0.709146
2061,2061014,13843,0.697061
2062,2062011,13715,0.690616
2063,2063015,13763,0.693033
2064,2064011,13939,0.701895
2065,2065011,14195,0.714786
2066,2066008,14451,0.727677
2067,2067012,14579,0.734122
2068,2068008,14531,0.731705
2069,2069012,14371,0.723648
2070,2070009,14083,0.709146
2071,2071012,13859,0.697867
2072,2072009,13715,0.690616
2073,2073009,13763,0.693033
2074,2074014,13955,0.702701
2075,2075011,14211,0.715592
2076,2076014,14435,0.726871
2077,2077011,14579,0.734122
2078,2078015,14547,0.732511
2079,2079011,14355,0.722843
2080,2080008,14083,0.709146
2081,2081015,13843,0.697061
2082,2082008,13731,0.691421
2083,2083012,13763,0.693033
2084,2084009,13939,0.701895
2085,2085012,14211,0.715592
2086,2086009,14451,0.727677
2087,2087013,14595,0.734928
2088,2088009,14531,0.731705
2089,2089010,14371,0.723648
2090,2090014,14099,0.709952
2091,2091011,13843,0.697061
2092,2092015,13715,0.690616
2093,2093011,13763,0.693033
2094,2094015,13939,0.701895
2095,2095012,14211,0.715592
2096,2096008,14451,0.727677
2097,2097010,14579,0.734122
2098,2098015,14547,0.732511
2099,2099011,14355,0.722843
2100,2100008,14083,0.709146
2101,2101012,13859,0.697867
2102,2102008,13715,0.690616
2103,2103012,13747,0.692227
2104,2104009,13939,0.701895
2105,2105009,14227,0.716397
2106,2106015,14451,0.727677
2107,2107011,14579,0.734122
2108,2108015,14547,0.732511
2109,2109012,14355,0.722843
2110,2110008,14099,0.709952
2111,2111012,13859,0.697867
2112,2112008,13731,0.691421
2113,2113009,13763,0.693033
2114,2114014,13955,0.702701
2115,2115010,14211,0.715592
2116,2116014,14451,0.727677
2117,2117011,14579,0.734122
2118,2118014,14547,0.732511
2119,2119011,14355,0.722843
2120,2120015,14099,0.709952
2121,2121009,13859,0.697867
2122,2122014,13715,0.690616
2123,2123011,13763,0.693033
2124,2124015,13939,0.701895
2125,2125011,14195,0.714786
2126,2126008,14451,0.727677
2127,2127012,14579,0.734122
2128,2128008,14531,0.731705
2129,2129010,14355,0.722843
2130,2130015,14083,0.709146
2131,2131011,13843,0.697061
2132,2132008,13731,0.691421
2133,2133012,13763,0.693033
2134,2134008,13939,0.701895
2135,2135012,14195,0.714786
2136,2136009,14451,0.727677
2137,2137012,14579,0.734122
2138,2138011,14531,0.731705
2139,2139015,14355,0.722843
2140,2140011,14099,0.709952
2141,2141008,13843,0.697061
2142,2142012,13715,0.690616
2143,2143008,13763,0.693033
2144,2144012,13939,0.701895
2145,2145015,14211,0.715592
2146,2146010,14451,0.727677
2147,2147015,14579,0.734122
2148,2148012,14547,0.732511
2149,2149009,14355,0.722843
2150,2150013,14099,0.709952
2151,2151009,13843,0.697061
2152,2152013,13731,0.691421
2153,2153009,13763,0.693033
2154,2154014,13939,0.701895
2155,2155010,14211,0.715592
2156,2156014,14451,0.727677
2157,2157011,14579,0.734122
2158,2158014,14547,0.732511
2159,2159011,14339,0.722037
2160,2160015,14083,0.709146
2161,2161010,13843,0.697061
2162,2162009,13715,0.690616
2163,2163014,13763,0.693033
2164,2164011,13923,0.701090
2165,2165015,14195,0.714786
2166,2166011,14435,0.726871
2167,2167015,14579,0.734122
2168,2168011,14531,0.731705
2169,2169015,14355,0.722843
2170,2170012,14083,0.709146
2171,2171009,13843,0.697061
2172,2172013,13715,0.690616
2173,2173009,13763,0.693033
2174,2174013,13955,0.702701
2175,2175010,14211,0.715592
2176,2176013,14451,0.727677
2177,2177011,14579,0.734122
2178,2178008,14531,0.731705
2179,2179012,14355,0.722843
2180,2180008,14083,0.709146
2181,2181012,13843,0.697061
2182,2182009,13731,0.691421
2183,2183012,13763,0.693033
2184,2184009,13939,0.701895
2185,2185013,14195,0.714786
2186,2186013,14451,0.727677
2187,2187009,14595,0.734928
2188,2188013,14531,0.731705
2189,2189010,14355,0.722843
2190,2190014,14083,0.709146
2191,2191010,13843,0.697061
2192,2192014,13731,0.691421
2193,2193011,13763,0.693033
2194,2194009,13939,0.701895
2195,2195012,14195,0.714786
2196,2196009,14435,0.726871
2197,2197013,14579,0.734122
2198,2198009,14547,0.732511
2199,2199013,14355,0.722843
2200,2200010,14083,0.709146
2201,2201015,13843,0.697061
2202,2202013,13715,0.690616
2203,2203009,13763,0.693033
2204,2204013,13939,0.701895
2205,2205010,14195,0.714786
2206,2206014,14451,0.727677
2207,2207010,14579,0.734122
2208,2208014,14531,0.731705
2209,2209011,14355,0.722843
2210,2210011,14099,0.709952
2211,2211015,13827,0.696255
2212,2212012,13715,0.690616
2213,2213008,13747,0.692227
2214,2214012,13923,0.701090
2215,2215009,14195,0.714786
2216,2216012,14451,0.727677
2217,2217011,14563,0.733317
2218,2218009,14547,0.732511
2219,2219013,14355,0.722843
2220,2220009,14083,0.709146
2221,2221013,13843,0.697061
2222,2222010,13715,0.690616
2223,2223014,13763,0.693033
2224,2224010,13939,0.701895
2225,2225015,14179,0.713980
2226,2226012,14435,0.726871
2227,2227008,14579,0.734122
2228,2228012,14563,0.733317
2229,2229009,14355,0.722843
2230,2230013,14099,0.709952
2231,2231009,13843,0.697061
2232,2232013,13731,0.691421
2233,2233011,13779,0.693838
2234,2234015,13939,0.701895
2235,2235011,14195,0.714786
2236,2236015,14451,0.727677
2237,2237012,14563,0.733317
2238,2238008,14531,0.731705
2239,2239012,14355,0.722843
2240,2240008,14083,0.709146
2241,2241015,13843,0.697061
2242,2242013,13715,0.690616
2243,2243009,13763,0.693033
2244,2244013,13955,0.702701
2245,2245010,14195,0.714786
2246,2246013,14451,0.727677
2247,2247010,14579,0.734122
2248,2248014,14531,0.731705
2249,2249012,14355,0.722843
2250,2250009,14083,0.709146
2251,2251013,13843,0.697061
2252,2252010,13715,0.690616
2253,2253014,13763,0.693033
2254,2254010,13939,0.701895
2255,2255014,14195,0.714786
2256,2256010,14467,0.728482
2257,2257008,14563,0.733317
2258,2258012,14547,0.732511
2259,2259009,14371,0.723648
2260,2260013,14099,0.709952
2261,2261009,13827,0.696255
2262,2262013,13715,0.690616
2263,2263010,13747,0.692227
2264,2264014,13939,0.701895
2265,2265012,14195,0.714786
2266,2266009,14435,0.726871
2267,2267013,14579,0.734122
2268,2268009,14547,0.732511
2269,2269013,14355,0.722843
2270,2270010,14083,0.709146
2271,2271014,13843,0.697061
2272,2272010,13715,0.690616
2273,2273237,13747,0.692227
2274,2274012,13987,0.704312
2275,2275011,14195,0.714786
2276,2276015,14435,0.726871
2277,2277011,14563,0.733317
2278,2278015,14515,0.730900
2279,2279012,14355,0.722843
2280,2280008,14083,0.709146
2281,2281011,13827,0.696255
2282,2282009,13715,0.690616
2283,2283013,13747,0.692227
2284,2284009,13939,0.701895
2285,2285013,14211,0.715592
2286,2286009,14435,0.726871
2287,2287013,14579,0.734122
2288,2288010,14531,0.731705
2289,2289009,14355,0.722843
2290,2290008,14067,0.708341
2291,2291012,13843,0.697061
2292,2292008,13715,0.690616
2293,2293012,13747,0.692227
2294,2294009,13955,0.702701
2295,2295013,14195,0.714786
2296,2296009,14435,0.726871
2297,2297008,14579,0.734122
2298,2298013,14531,0.731705
2299,2299010,14355,0.722843
2300,2300013,14099,0.709952
2301,2301010,13843,0.697061
2302,2302014,13731,0.691421
2303,2303010,13747,0.692227
2304,2304014,13939,0.701895
2305,2305014,14195,0.714786
2306,2306012,14435,0.726871
2307,2307008,14563,0.733317
2308,2308012,14531,0.731705
2309,2309009,14355,0.722843
2310,2310013,14083,0.709146
2311,2311009,13859,0.697867
2312,2312013,13731,0.691421
2313,2313014,13763,0.693033
2314,2314012,13923,0.701090
2315,2315009,14195,0.714786
2316,2316013,14467,0.728482
2317,2317009,14579,0.734122
2318,2318013,14531,0.731705
2319,2319010,14355,0.722843
2320,2320013,14083,0.709146
2321,2321014,13843,0.697061
2322,2322011,13715,0.690616
2323,2323015,13747,0.692227
2324,2324011,13923,0.701090
2325,2325008,14211,0.715592
2326,2326012,14451,0.727677
2327,2327008,14579,0.734122
2328,2328012,14531,0.731705
2329,2329012,14355,0.722843
2330,2330010,14099,0.709952
2331,2331014,13859,0.697867
2332,2332011,13715,0.690616
2333,2333014,13763,0.693033
2334,2334011,13923,0.701090
2335,2335015,14211,0.715592
2336,2336011,14435,0.726871
2337,2337016,14579,0.734122
2338,2338015,14547,0.732511
2339,2339011,14355,0.722843
2340,2340015,14083,0.709146
2341,2341011,13843,0.697061
2342,2342008,13731,0.691421
2343,2343012,13747,0.692227
2344,2344008,13955,0.702701
2345,2345010,14195,0.714786
2346,2346014,14435,0.726871
2347,2347011,14563,0.733317
2348,2348014,14547,0.732511
2349,2349011,14355,0.722843
2350,2350015,14099,0.709952
2351,2351011,13843,0.697061
2352,2352015,13715,0.690616
2353,2353009,13747,0.692227
2354,2354013,13955,0.702701
2355,2355010,14211,0.715592
2356,2356014,14451,0.727677
2357,2357010,14579,0.734122
2358,2358014,14547,0.732511
2359,2359011,14355,0.722843
2360,2360015,14083,0.709146
2361,2361009,13843,0.697061
2362,2362015,13731,0.691421
2363,2363011,13747,0.692227
2364,2364008,13907,0.700284
2365,2365012,14179,0.713980
2366,2366008,14435,0.726871
2367,2367012,14563,0.733317
2368,2368009,14547,0.732511
2369,2369011,14339,0.722037
2370,2370009,14083,0.709146
2371,2371013,13843,0.697061
2372,2372010,13715,0.690616
2373,2373014,13763,0.693033
2374,2374010,13939,0.701895
2375,2375014,14211,0.715592
2376,2376010,14435,0.726871
2377,2377012,14563,0.733317
2378,2378009,14547,0.732511
2379,2379013,14355,0.722843
2380,2380010,14083,0.709146
2381,2381014,13843,0.697061
2382,2382010,13715,0.690616
2383,2383014,13747,0.692227
2384,2384011,13939,0.701895
2385,2385013,14195,0.714786
2386,2386012,14451,0.727677
2387,2387009,14579,0.734122
2388,2388013,14531,0.731705
2389,2389010,14355,0.722843
2390,2390014,14083,0.709146
2391,2391010,13843,0.697061
2392,2392014,13715,0.690616
2393,2393009,13747,0.692227
2394,2394014,13939,0.701895
2395,2395011,14195,0.714786
2396,2396015,14451,0.727677
2397,2397011,14563,0.733317
2398,2398008,14547,0.732511
2399,2399012,14355,0.722843
2400,2400008,14083,0.709146
2401,2401009,13827,0.696255
2402,2402008,13731,0.691421
2403,2403012,13747,0.692227
2404,2404009,13939,0.701895
2405,2405013,14211,0.715592
2406,2406009,14451,0.727677
2407,2407013,14579,0.734122
2408,2408009,14531,0.731705
2409,2409014,14355,0.722843
2410,2410012,14099,0.709952
2411,2411009,13859,0.697867
2412,2412013,13715,0.690616
2413,2413009,13747,0.692227
2414,2414013,13939,0.701895
2415,2415010,14195,0.714786
2416,2416014,14451,0.727677
2417,2417010,14563,0.733317
2418,2418009,14547,0.732511
2419,2419012,14355,0.722843
2420,2420009,14099,0.709952
2421,2421013,13843,0.697061
2422,2422009,13699,0.689810
2423,2423013,13747,0.692227
2424,2424010,13939,0.701895
2425,2425014,14195,0.714786
2426,2426011,14435,0.726871
2427,2427015,14563,0.733317
2428,2428012,14531,0.731705
2429,2429008,14355,0.722843
2430,2430012,14083,0.709146
2431,2431008,13843,0.697061
2432,2432012,13715,0.690616
2433,2433008,13763,0.693033
2434,2434014,13955,0.702701
2435,2435010,14195,0.714786
2436,2436014,14435,0.726871
2437,2437011,14579,0.734122
2438,2438015,14547,0.732511
2439,2439011,14355,0.722843
2440,2440015,14083,0.709146
2441,2441013,13859,0.697867
2442,2442011,13715,0.690616
2443,2443015,13747,0.692227
2444,2444011,13923,0.701090
2445,2445008,14211,0.715592
2446,2446012,14435,0.726871
2447,2447008,14563,0.733317
2448,2448012,14531,0.731705
2449,2449009,14355,0.722843
2450,2450013,14083,0.709146
2451,2451010,13843,0.697061
2452,2452014,13715,0.690616
2453,2453010,13763,0.693033
2454,2454014,13939,0.701895
2455,2455011,14195,0.714786
2456,2456014,14451,0.727677
2457,2457011,14563,0.733317
2458,2458009,14531,0.731705
2459,2459013,14355,0.722843
2460,2460010,14083,0.709146
2461,2461013,13843,0.697061
2462,2462010,13715,0.690616
2463,2463014,13763,0.693033
2464,2464010,13939,0.701895
2465,2465016,14211,0.715592
2466,2466015,14435,0.726871
2467,2467013,14563,0.733317
2468,2468011,14515,0.730900
2469,2469015,14355,0.722843
2470,2470011,14083,0.709146
2471,2471015,13843,0.697061
2472,2472012,13715,0.690616
2473,2473010,13747,0.692227
2474,2474009,13939,0.701895
2475,2475013,14211,0.715592
2476,2476010,14435,0.726871
2477,2477013,14579,0.734122
2478,2478010,14547,0.732511
2479,2479014,14355,0.722843
2480,2480010,14083,0.709146
2481,2481009,13859,0.697867
2482,2482008,13731,0.691421
2483,2483012,13763,0.693033
2484,2484009,13923,0.701090
2485,2485013,14195,0.714786
2486,2486009,14451,0.727677
2487,2487013,14579,0.734122
2488,2488009,14531,0.731705
2489,2489008,14355,0.722843
2490,2490008,14099,0.709952
2491,2491012,13843,0.697061
2492,2492009,13731,0.691421
2493,2493013,13763,0.693033
2494,2494009,13939,0.701895
2495,2495013,14195,0.714786
2496,2496010,14451,0.727677
2497,2497008,14563,0.733317
2498,2498013,14531,0.731705
2499,2499010,14371,0.723648
2500,2500013,14067,0.708341
2501,2501010,13843,0.697061
2502,2502014,13715,0.690616
2503,2503010,13747,0.692227
2504,2504014,13939,0.701895
2505,2505013,14195,0.714786
2506,2506010,14435,0.726871
2507,2507013,14579,0.734122
2508,2508010,14531,0.731705
2509,2509014,14355,0.722843
2510,2510010,14067,0.708341
2511,2511014,13843,0.697061
2512,2512011,13699,0.689810
2513,2513010,13747,0.692227
2514,2514008,13939,0.701895
2515,2515012,14211,0.715592
2516,2516009,14451,0.727677
2517,2517013,14563,0.733317
2518,2518009,14547,0.732511
2519,2519013,14355,0.722843
2520,2520009,14099,0.709952
2521,2521009,13843,0.697061
2522,2522014,13715,0.690616
2523,2523010,13747,0.692227
2524,2524014,13939,0.701895
2525,2525011,14195,0.714786
2526,2526015,14435,0.726871
2527,2527011,14563,0.733317
2528,2528015,14531,0.731705
2529,2529020,14355,0.722843
2530,2530010,14083,0.709146
2531,2531010,13859,0.697867
2532,2532014,13731,0.691421
2533,2533011,13763,0.693033
2534,2534008,13923,0.701090
2535,2535012,14195,0.714786
2536,2536008,14435,0.726871
2537,2537011,14563,0.733317
2538,2538015,14547,0.732511
2539,2539011,14355,0.722843
2540,2540008,14083,0.709146
2541,2541012,13843,0.697061
2542,2542008,13715,0.690616
2543,2543012,13747,0.692227
2544,2544009,13923,0.701090
2545,2545011,14211,0.715592
2546,2546008,14451,0.727677
2547,2547012,14579,0.734122
2548,2548008,14547,0.732511
2549,2549012,14355,0.722843
2550,2550009,14083,0.709146
2551,2551012,13843,0.697061
2552,2552009,13715,0.690616
2553,2553010,13747,0.692227
2554,2554014,13939,0.701895
2555,2555011,14211,0.715592
2556,2556015,14435,0.726871
2557,2557011,14579,0.734122
2558,2558015,14547,0.732511
2559,2559011,14355,0.722843
2560,2560008,14099,0.709952
2561,2561009,13843,0.697061
2562,2562008,13731,0.691421
2563,2563012,13763,0.693033
2564,2564008,13939,0.701895
2565,2565012,14211,0.715592
2566,2566009,14435,0.726871
2567,2567012,14563,0.733317
2568,2568009,14547,0.732511
2569,2569010,14355,0.722843
2570,2570015,14067,0.708341
2571,2571011,13843,0.697061
2572,2572015,13715,0.690616
2573,2573012,13747,0.692227
2574,2574008,13923,0.701090
2575,2575012,14195,0.714786
2576,2576008,14451,0.727677
2577,2577010,14563,0.733317
2578,2578015,14547,0.732511
2579,2579011,14371,0.723648
2580,2580015,14083,0.709146
2581,2581012,13859,0.697867
2582,2582008,13731,0.691421
2583,2583012,13763,0.693033
2584,2584009,13923,0.701090
2585,2585011,14211,0.715592
2586,2586010,14451,0.727677
2587,2587015,14579,0.734122
2588,2588011,14531,0.731705
2589,2589008,14355,0.722843
2590,2590012,14083,0.709146
2591,2591008,13843,0.697061
2592,2592012,13715,0.690616
2593,2593010,13763,0.693033
2594,2594009,13939,0.701895
2595,2595013,14195,0.714786
2596,2596009,14451,0.727677
2597,2597013,14579,0.734122
2598,2598010,14547,0.732511
2599,2599013,14355,0.722843
2600,2600010,14083,0.709146
2601,2601012,13859,0.697867
2602,2602010,13731,0.691421
2603,2603014,13763,0.693033
2604,2604010,13923,0.701090
2605,2605014,14195,0.714786
2606,2606010,14451,0.727677
2607,2607014,14579,0.734122
2608,2608011,14547,0.732511
2609,2609013,14355,0.722843
2610,2610011,14099,0.709952
2611,2611015,13843,0.697061
2612,2612011,13699,0.689810
2613,2613015,13779,0.693838
2614,2614012,13939,0.701895
2615,2615008,14195,0.714786
2616,2616012,14451,0.727677
2617,2617015,14579,0.734122
2618,2618013,14531,0.731705
2619,2619010,14355,0.722843
2620,2620014,14083,0.709146
2621,2621010,13859,0.697867
2622,2622014,13731,0.691421
2623,2623010,13763,0.693033
2624,2624014,13955,0.702701
2625,2625009,14227,0.716397
2626,2626014,14451,0.727677
2627,2627010,14579,0.734122
2628,2628014,14531,0.731705
2629,2629011,14355,0.722843
2630,2630015,14099,0.709952
2631,2631011,13843,0.697061
2632,2632015,13731,0.691421
2633,2633012,13747,0.692227
2634,2634008,13939,0.701895
2635,2635012,14211,0.715592
2636,2636009,14451,0.727677
2637,2637012,14563,0.733317
2638,2638009,14547,0.732511
2639,2639013,14355,0.722843
2640,2640009,14083,0.709146
2641,2641013,13859,0.697867
2642,2642012,13731,0.691421
2643,2643009,13763,0.693033
2644,2644013,13955,0.702701
2645,2645009,14195,0.714786
2646,2646013,14451,0.727677
2647,2647009,14579,0.734122
2648,2648013,14547,0.732511
2649,2649010,14355,0.722843
2650,2650008,14099,0.709952
2651,2651012,13843,0.697061
2652,2652009,13715,0.690616
2653,2653013,13747,0.692227
2654,2654009,13939,0.701895
2655,2655013,14195,0.714786
2656,2656009,14451,0.727677
2657,2657012,14579,0.734122
2658,2658011,14547,0.732511
2659,2659008,14355,0.722843
2660,2660012,14099,0.709952
2661,2661008,13843,0.697061
2662,2662012,13715,0.690616
2663,2663009,13763,0.693033
2664,2664012,13939,0.701895
2665,2665010,14211,0.715592
2666,2666015,14451,0.727677
2667,2667011,14563,0.733317
2668,2668015,14547,0.732511
2669,2669012,14355,0.722843
2670,2670008,14083,0.709146
2671,2671012,13843,0.697061
2672,2672008,13699,0.689810
2673,2673014,13731,0.691421
2674,2674012,13923,0.701090
2675,2675008,14195,0.714786
2676,2676012,14435,0.726871
2677,2677009,14563,0.733317
2678,2678013,14531,0.731705
2679,2679009,14355,0.722843
2680,2680013,14067,0.708341
2681,2681010,13859,0.697867
2682,2682014,13699,0.689810
2683,2683011,13763,0.693033
2684,2684015,13955,0.702701
2685,2685011,14195,0.714786
2686,2686015,14451,0.727677
2687,2687012,14579,0.734122
2688,2688008,14547,0.732511
2689,2689013,14355,0.722843
2690,2690011,14083,0.709146
2691,2691015,13843,0.697061
2692,2692012,13715,0.690616
2693,2693008,13747,0.692227
2694,2694012,13939,0.701895
2695,2695009,14211,0.715592
2696,2696012,14451,0.727677
2697,2697011,14579,0.734122
2698,2698008,14531,0.731705
2699,2699012,14355,0.722843
2700,2700008,14083,0.709146
2701,2701012,13843,0.697061
2702,2702009,13715,0.690616
2703,2703012,13763,0.693033
2704,2704009,13939,0.701895
2705,2705015,14195,0.714786
2706,2706012,14435,0.726871
2707,2707009,14563,0.733317
2708,2708012,14531,0.731705
2709,2709009,14355,0.722843
2710,2710013,14083,0.709146
2711,2711009,13843,0.697061
2712,2712013,13715,0.690616
2713,2713011,13763,0.693033
2714,2714009,13939,0.701895
2715,2715013,14195,0.714786
2716,2716010,14435,0.726871
2717,2717013,14579,0.734122
2718,2718010,14547,0.732511
2719,2719014,14355,0.722843
2720,2720010,14083,0.709146
2721,2721013,13843,0.697061
2722,2722014,13715,0.690616
2723,2723011,13747,0.692227
2724,2724015,13939,0.701895
2725,2725012,14195,0.714786
2726,2726008,14435,0.726871
2727,2727012,14595,0.734928
2728,2728009,14547,0.732511
2729,2729008,14355,0.722843
2730,2730012,14083,0.709146
2731,2731009,13843,0.697061
2732,2732013,13731,0.691421
2733,2733009,13763,0.693033
2734,2734013,13955,0.702701
2735,2735010,14211,0.715592
2736,2736014,14451,0.727677
2737,2737014,14563,0.733317
